"DATE","DCOILBRENTEU","DCOILWTICO","DEXUSAL","DEXCAUS","DEXDNUS","DEXUSEU","DEXNOUS","DEXSDUS","DEXUSUK","OVX","DEXNOEU","DEXBZUS","DEXMXUS","CHFEUR","DEXJPUS","DEXSZUS"
1987-02-01,NA,16.45,0.677,1.3332,6.893,NA,7,6.475,1.546,NA,NA,NA,NA,NA,153.4068421,1.5385
1987-03-01,NA,18.82,0.7045,1.3053,6.825,NA,6.815,6.325,1.607,NA,NA,NA,NA,NA,151.4331818,1.5055
1987-04-01,NA,18.76,0.702,1.3371,6.772,NA,6.7225,6.284,1.6605,NA,NA,NA,NA,NA,142.8986364,1.477
1987-05-01,NA,19.36,0.7122,1.3388,6.867,NA,6.762,6.362,1.6295,NA,NA,NA,NA,NA,140.479,1.5125
1987-06-01,19.08,20.22,0.7209,1.3315,6.93,NA,6.706,6.386,1.6128,NA,NA,NA,NA,NA,144.5495455,1.5155
1987-07-01,20.03,21.43,0.6982,1.328,7.064,NA,6.8095,6.489,1.591,NA,NA,NA,NA,NA,150.293913,1.5385
1987-08-01,18.63,19.76,0.7145,1.3196,6.978,NA,6.662,6.376,1.6328,NA,NA,NA,NA,NA,147.3342857,1.4935
1987-09-01,18.48,19.62,0.7088,1.3095,7.085,NA,6.73,6.458,1.6248,NA,NA,NA,NA,NA,143.2909524,1.5336
1987-10-01,18.8,19.96,0.67,1.3162,6.682,NA,6.57,6.2,1.7215,NA,NA,NA,NA,NA,143.32,1.429
1987-11-01,17.7,18.52,0.705,1.3081,6.3375,NA,6.4,5.961,1.8256,NA,NA,NA,NA,NA,135.3973684,1.3455
1987-12-01,17.6,16.74,0.722,1.3002,6.06,NA,6.22,5.795,1.886,NA,NA,NA,NA,NA,128.2418182,1.2715
1988-01-01,16.28,16.97,0.708,1.276,6.43,NA,6.3825,6.032,1.7691,NA,NA,NA,NA,NA,127.6852632,1.3673
1988-02-01,14.73,15.98,0.7186,1.2606,6.458,NA,6.3555,5.992,1.7735,NA,NA,NA,NA,NA,129.1665,1.3925
1988-03-01,15.65,17.09,0.7412,1.2342,6.36,NA,6.235,5.871,1.8865,NA,NA,NA,NA,NA,127.113913,1.3625
1988-04-01,16.6,18.1,0.7576,1.2292,6.455,NA,6.175,5.875,1.8785,NA,NA,NA,NA,NA,124.897619,1.3935
1988-05-01,16.2,17.54,0.8021,1.2339,6.58,NA,6.265,5.9925,1.8382,NA,NA,NA,NA,NA,124.7871429,1.4438
1988-06-01,14.18,15.2,0.7945,1.213,6.9,NA,6.64,6.285,1.7085,NA,NA,NA,NA,NA,127.4654545,1.506
1988-07-01,15.75,16.37,0.8025,1.2107,7.1205,NA,6.79,6.419,1.71,NA,NA,NA,NA,NA,133.0215,1.562
1988-08-01,14.4,15.19,0.8038,1.24,7.222,NA,6.932,6.493,1.6825,NA,NA,NA,NA,NA,133.766087,1.585
1988-09-01,11.93,13.33,0.783,1.2173,7.195,NA,6.918,6.425,1.691,NA,NA,NA,NA,NA,134.317619,1.5835
1988-10-01,12.6,13.54,0.82,1.2197,6.889,NA,6.65,6.195,1.769,NA,NA,NA,NA,NA,128.6805,1.5015
1988-11-01,14.35,15.42,0.875,1.1878,6.691,NA,6.491,6.0415,1.8493,NA,NA,NA,NA,NA,123.202,1.4535
1988-12-01,16.23,17.12,0.8535,1.1928,6.8575,NA,6.565,6.131,1.8085,NA,NA,NA,NA,NA,123.607619,1.502
1989-01-01,16.38,17,0.8874,1.1835,7.29,NA,6.7645,6.36,1.75,NA,NA,NA,NA,NA,127.3625,1.5997
1989-02-01,17.23,18.21,0.7988,1.199,7.115,NA,6.709,6.287,1.744,NA,NA,NA,NA,NA,127.7373684,1.5549
1989-03-01,20.45,20.27,0.819,1.1936,7.38,NA,6.89,6.443,1.6852,NA,NA,NA,NA,NA,130.5504348,1.6625
1989-04-01,20.15,20.38,0.794,1.1865,7.3215,NA,6.831,6.388,1.689,NA,NA,NA,NA,NA,132.0365,1.6735
1989-05-01,18.25,19.93,0.7522,1.2062,7.701,NA,7.154,6.664,1.5715,NA,NA,NA,NA,NA,137.8636364,1.706
1989-06-01,18.28,20.29,0.7557,1.1985,7.609,NA,7.1375,6.657,1.549,NA,NA,NA,NA,NA,143.9809091,1.679
1989-07-01,16.3,18.33,0.7563,1.1809,7.265,NA,6.855,6.384,1.666,NA,NA,NA,NA,NA,140.424,1.6065
1989-08-01,17.2,18.83,0.7647,1.1763,7.614,NA,7.1408,6.621,1.573,NA,NA,NA,NA,NA,141.4852174,1.688
1989-09-01,18.23,20.15,0.7748,1.1789,7.3085,NA,6.9175,6.431,1.6145,NA,NA,NA,NA,NA,145.07,1.6228
1989-10-01,18.93,19.88,0.7826,1.1741,7.163,NA,6.907,6.42,1.5775,NA,NA,NA,NA,NA,142.2066667,1.6145
1989-11-01,18.48,19.87,0.7825,1.1633,6.9175,NA,6.807,6.38,1.5695,NA,NA,NA,NA,NA,143.5342857,1.5915
1989-12-01,21.05,21.84,0.7893,1.158,6.591,NA,6.602,6.2065,1.6145,NA,NA,NA,NA,NA,143.685,1.541
1990-01-01,20.5,22.69,0.7685,1.1858,6.5315,NA,6.513,6.16,1.6794,NA,NA,NA,NA,NA,144.9819048,1.504
1990-02-01,19.2,21.55,0.7601,1.1923,6.52,NA,6.529,6.1265,1.6892,NA,NA,NA,NA,NA,145.6931579,1.4915
1990-03-01,17.95,20.34,0.7548,1.1705,6.4545,NA,6.5455,6.114,1.648,NA,NA,NA,NA,NA,153.3081818,1.4975
1990-04-01,16.35,18.5,0.75,1.1654,6.3895,NA,6.53,6.098,1.6389,NA,NA,NA,NA,NA,158.4585714,1.4505
1990-05-01,15.3,17.47,0.7678,1.1745,6.46,NA,6.51,6.133,1.6765,NA,NA,NA,NA,NA,154.0440909,1.433
1990-06-01,15.73,17.05,0.7916,1.1665,6.339,NA,6.409,6.0375,1.745,NA,NA,NA,NA,NA,153.6957143,1.4155
1990-07-01,19.23,20.57,0.7938,1.153,6.05,NA,6.1465,5.813,1.86,NA,NA,NA,NA,NA,149.0395238,1.3477
1990-08-01,27.8,27.45,0.816,1.1545,6.0415,NA,6.09,5.789,1.892,NA,NA,NA,NA,NA,147.4608696,1.3085
1990-09-01,41,39.53,0.8254,1.1565,5.978,NA,6.065,5.763,1.8735,NA,NA,NA,NA,NA,138.4405263,1.2995
1990-10-01,34.3,35.31,0.7848,1.1678,5.793,NA,5.894,5.641,1.944,NA,NA,NA,NA,NA,129.5909091,1.287
1990-11-01,31.2,29.08,0.774,1.1658,5.7465,NA,5.846,5.6185,1.9392,NA,NA,NA,NA,NA,129.2155,1.2765
1990-12-01,28.35,28.48,0.772,1.1605,5.779,NA,5.8695,5.6335,1.9285,NA,NA,NA,NA,NA,133.889,1.277
1991-01-01,20.7,21.9,0.7826,1.1629,5.6945,NA,5.785,5.533,1.965,NA,NA,NA,NA,NA,133.6985714,1.258
1991-02-01,19.5,19.28,0.7853,1.1499,5.864,NA,5.969,5.67,1.91,NA,NA,NA,NA,NA,130.5357895,1.3265
1991-03-01,18,19.63,0.773,1.1595,6.495,NA,6.6025,6.13,1.7485,NA,NA,NA,NA,NA,137.3866667,1.445
1991-04-01,19.7,20.99,0.7814,1.152,6.566,NA,6.7,6.148,1.7225,NA,NA,NA,NA,NA,137.1127273,1.449
1991-05-01,19,21.16,0.7594,1.1453,6.676,NA,6.7765,6.2375,1.698,NA,NA,NA,NA,NA,138.2218182,1.4822
1991-06-01,18.48,20.56,0.767,1.1424,6.94,NA,7.0015,6.4915,1.618,NA,NA,NA,NA,NA,139.7475,1.5582
1991-07-01,19.65,21.7,0.778,1.1519,6.762,NA,6.821,6.336,1.6845,NA,NA,NA,NA,NA,137.83,1.526
1991-08-01,20.53,22.28,0.7852,1.1422,6.7445,NA,6.83,6.344,1.68,NA,NA,NA,NA,NA,136.8163636,1.5285
1991-09-01,21.43,22.25,0.7995,1.1318,6.415,NA,6.506,6.0685,1.752,NA,NA,NA,NA,NA,134.2995,1.449
1991-10-01,22,23.29,0.7791,1.123,6.473,NA,6.534,6.0775,1.7425,NA,NA,NA,NA,NA,130.7722727,1.465
1991-11-01,20.08,21.48,0.7844,1.135,6.322,NA,6.39,5.9565,1.7655,NA,NA,NA,NA,NA,129.6321053,1.436
1991-12-01,17.75,19.15,0.7593,1.1558,5.922,NA,5.985,5.555,1.866,NA,NA,NA,NA,NA,128.0395238,1.3615
1992-01-01,18.15,18.93,0.7521,1.1752,6.229,NA,6.304,5.838,1.789,NA,NA,NA,NA,NA,125.4614286,1.429
1992-02-01,17.45,18.69,0.7538,1.182,6.347,NA,6.4185,5.9375,1.756,NA,NA,NA,NA,NA,127.6989474,1.4845
1992-03-01,19.09,19.49,0.77,1.1902,6.3885,NA,6.464,5.976,1.7363,NA,NA,NA,NA,NA,132.8627273,1.502
1992-04-01,19.65,20.88,0.7565,1.196,6.398,NA,6.4555,5.966,1.775,NA,NA,NA,NA,NA,133.5395455,1.517
1992-05-01,20.7,22.13,0.7568,1.2048,6.182,NA,6.2575,5.7875,1.829,NA,NA,NA,NA,NA,130.771,1.4562
1992-06-01,20.6,21.84,0.7477,1.1972,5.8555,NA,5.969,5.5045,1.9035,NA,NA,NA,NA,NA,126.8354545,1.3747
1992-07-01,20.38,21.83,0.7443,1.1845,5.6925,NA,5.8195,5.3755,1.92,NA,NA,NA,NA,NA,125.8817391,1.3195
1992-08-01,19.65,21.46,0.7156,1.1952,5.423,NA,5.551,5.126,1.9893,NA,NA,NA,NA,NA,126.2309524,1.2465
1992-09-01,20.18,21.83,0.7139,1.248,5.48,NA,5.7415,5.304,1.779,NA,NA,NA,NA,NA,122.5966667,1.2372
1992-10-01,19.13,20.68,0.6952,1.2405,5.9235,NA,6.284,5.807,1.5625,NA,NA,NA,NA,NA,121.1652381,1.377
1992-11-01,19.25,19.91,0.6822,1.2861,6.171,NA,6.4925,6.843,1.5135,NA,NA,NA,NA,NA,123.88,1.4375
1992-12-01,17.85,19.49,0.689,1.2714,6.277,NA,6.948,7.079,1.513,NA,NA,NA,NA,NA,124.0409091,1.466
1993-01-01,18.48,20.27,0.6793,1.27,6.21,NA,6.8425,7.3,1.4855,NA,NA,NA,NA,NA,124.9931579,1.488
1993-02-01,18.83,20.53,0.6955,1.2498,6.31,NA,6.9975,7.8125,1.4215,NA,NA,NA,NA,NA,120.7594737,1.526
1993-03-01,18.7,20.44,0.7044,1.2573,6.184,NA,6.8495,7.7275,1.509,NA,NA,NA,NA,NA,117.0173913,1.4915
1993-04-01,18.85,20.54,0.7045,1.2702,6.11,NA,6.725,7.325,1.5695,NA,NA,NA,NA,NA,112.4113636,1.435
1993-05-01,18.43,20.04,0.6862,1.2707,6.085,NA,6.7415,7.174,1.5605,NA,NA,NA,NA,NA,110.343,1.4185
1993-06-01,17.43,18.82,0.6663,1.2823,6.5625,NA,7.21,7.735,1.493,NA,NA,NA,NA,NA,107.4118182,1.5105
1993-07-01,16.85,17.94,0.688,1.2844,6.7775,NA,7.4625,8.24,1.485,NA,NA,NA,NA,NA,107.6914286,1.523
1993-08-01,16.73,18.24,0.671,1.3208,6.88,NA,7.29,8.175,1.4868,NA,NA,NA,NA,NA,103.765,1.4805
1993-09-01,17.23,18.72,0.645,1.336,6.5975,NA,7.138,8.08,1.496,NA,NA,NA,NA,NA,105.5747619,1.431
1993-10-01,15.43,16.97,0.6655,1.322,6.756,NA,7.329,8.144,1.4882,NA,NA,NA,NA,NA,107.02,1.483
1993-11-01,14.23,15.36,0.6584,1.3372,6.8095,NA,7.4675,8.481,1.4852,NA,NA,NA,NA,NA,107.8765,1.5002
1993-12-01,13.18,14.19,0.6783,1.3255,6.7905,NA,7.532,8.34,1.4775,NA,NA,NA,3.108,NA,109.9130435,1.488
1994-01-01,14.83,15.24,0.7085,1.327,6.7505,NA,7.4695,7.902,1.5005,NA,NA,NA,3.106,NA,111.4415,1.4627
1994-02-01,13.59,14.5,0.712,1.3522,6.672,NA,7.3875,7.9755,1.4875,NA,NA,NA,3.195,NA,106.3010526,1.425
1994-03-01,13.25,14.78,0.7015,1.3838,6.566,NA,7.255,7.823,1.488,NA,NA,NA,3.365,NA,105.0973913,1.4097
1994-04-01,15.35,16.92,0.7135,1.3818,6.51,NA,7.198,7.6575,1.5118,NA,NA,NA,3.28,NA,103.4842857,1.411
1994-05-01,16.18,18.3,0.7385,1.3845,6.4523,NA,7.1344,7.8105,1.512,NA,NA,NA,3.332,NA,103.7533333,1.4033
1994-06-01,17.45,19.37,0.731,1.3825,6.222,NA,6.915,7.659,1.5483,NA,NA,NA,3.4,NA,102.5263636,1.3325
1994-07-01,18.48,20.3,0.7389,1.3835,6.2405,NA,6.9235,7.784,1.5415,NA,NA,NA,3.405,NA,98.445,1.3445
1994-08-01,16.03,17.6,0.7444,1.3712,6.2355,NA,6.9185,7.723,1.5362,NA,NA,NA,3.389,NA,99.94043478,1.3315
1994-09-01,16.73,18.36,0.74,1.341,6.0835,NA,6.7885,7.4915,1.577,NA,NA,NA,3.399,NA,98.77428571,1.2865
1994-10-01,17.18,18.16,0.742,1.3527,5.886,NA,6.5415,7.1935,1.635,NA,NA,NA,3.438,NA,98.353,1.255
1994-11-01,16.95,18.06,0.7689,1.3752,6.14,NA,6.824,7.536,1.567,NA,NA,NA,3.44,NA,98.044,1.325
1994-12-01,16.23,17.77,0.7753,1.403,6.084,NA,6.764,7.4295,1.5665,NA,NA,NA,5,NA,100.182381,1.31
1995-01-01,16.8,18.48,0.7575,1.4092,6.013,NA,6.68,7.5015,1.5815,NA,NA,0.841,5.82,NA,99.766,1.2845
1995-02-01,17.23,18.52,0.738,1.3937,5.7945,NA,6.45,7.3345,1.584,NA,NA,0.851,5.97,NA,98.23684211,1.2332
1995-03-01,17.98,19.18,0.7325,1.3993,5.4495,NA,6.1695,7.395,1.619,NA,NA,0.9,6.82,NA,90.51956522,1.133
1995-04-01,18.98,20.36,0.7272,1.3597,5.4395,NA,6.2315,7.2695,1.6091,NA,NA,0.913,6.05,NA,83.6895,1.1455
1995-05-01,17.58,18.88,0.719,1.3698,5.5225,NA,6.2825,7.346,1.5865,NA,NA,0.908,6.16,NA,85.11272727,1.1675
1995-06-01,16.58,17.38,0.7108,1.3738,5.4015,NA,6.1655,7.29,1.5905,NA,NA,0.921,6.255,NA,84.63545455,1.1515
1995-07-01,15.78,17.62,0.7387,1.3695,5.3845,NA,6.139,7.072,1.598,NA,NA,0.9353,6.115,NA,87.397,1.1505
1995-08-01,16.2,17.89,0.7517,1.3432,5.6985,NA,6.4205,7.3065,1.5515,NA,NA,0.95,6.3,NA,94.73826087,1.206
1995-09-01,16.58,17.54,0.7555,1.3445,5.5445,NA,6.284,6.9365,1.5795,NA,NA,0.9531,6.385,NA,100.5455,1.156
1995-10-01,16.58,17.67,0.7615,1.3401,5.4645,NA,6.2295,6.647,1.5807,NA,NA,0.962,7.15,NA,100.8390476,1.136
1995-11-01,17.13,18.27,0.7424,1.3587,5.607,NA,6.3725,6.56,1.5302,NA,NA,0.9661,7.55,NA,101.94,1.1755
1995-12-01,18.65,19.54,0.7432,1.3655,5.545,NA,6.321,6.629,1.5535,NA,NA,0.9706,7.74,NA,101.8495,1.154
1996-01-01,16.63,17.76,0.7443,1.3743,5.765,NA,6.519,6.947,1.5096,NA,NA,0.9782,7.44,NA,105.7514286,1.2123
1996-02-01,18.8,19.59,0.7643,1.3728,5.6835,NA,6.406,6.754,1.532,NA,NA,0.985,7.635,NA,105.788,1.199
1996-03-01,20.33,21.43,0.7815,1.3635,5.701,NA,6.415,6.6824,1.5262,NA,NA,0.988,7.5375,NA,105.94,1.1897
1996-04-01,19.5,20.95,0.7854,1.3615,5.905,NA,6.574,6.7875,1.505,NA,NA,0.9925,7.44,NA,107.1995455,1.2415
1996-05-01,18.1,19.77,0.798,1.3704,5.894,NA,6.523,6.731,1.5495,NA,NA,0.9981,7.4275,NA,106.3422727,1.251
1996-06-01,19.28,20.92,0.7856,1.3657,5.863,NA,6.4955,6.6275,1.5529,NA,NA,1.006,7.585,NA,108.96,1.2505
1996-07-01,19,20.46,0.7735,1.3747,5.6915,NA,6.37,6.613,1.5556,NA,NA,1.0107,7.59,NA,109.1909091,1.1978
1996-08-01,20.98,22.25,0.791,1.3685,5.719,NA,6.412,6.626,1.5612,NA,NA,1.0165,7.59,NA,107.8659091,1.2009
1996-09-01,24.15,24.2,0.7912,1.362,5.86,NA,6.507,6.632,1.5653,NA,NA,1.0211,7.55,NA,109.931,1.2555
1996-10-01,22.8,23.25,0.793,1.3409,5.8175,NA,6.377,6.575,1.6278,NA,NA,1.0275,8.045,NA,112.4122727,1.2623
1996-11-01,23.17,23.7,0.8137,1.3489,5.8914,NA,6.4172,6.718,1.682,NA,NA,1.0331,7.895,NA,112.2957895,1.3033
1996-12-01,23.9,25.9,0.7944,1.3697,5.893,NA,6.375,6.825,1.7123,NA,NA,1.0393,7.881,NA,113.9809524,1.339
1997-01-01,23.28,24.15,0.7625,1.3474,6.2515,NA,6.4915,7.243,1.6012,NA,NA,1.0457,7.82,NA,117.912381,1.419
1997-02-01,19.44,20.3,0.7765,1.367,6.434,NA,6.7268,7.4909,1.6287,NA,NA,1.0512,7.965,NA,122.9621053,1.4735
1997-03-01,18.53,20.35,0.784,1.3835,6.357,NA,6.595,7.54,1.6448,NA,NA,1.0595,7.93,NA,122.7738095,1.4383
1997-04-01,18.25,20.2,0.7795,1.3971,6.596,NA,7.124,7.85,1.62,NA,NA,1.0635,7.945,NA,125.6377273,1.4745
1997-05-01,18.99,21,0.763,1.3798,6.503,NA,7.115,7.745,1.636,NA,NA,1.0709,7.917,NA,119.192381,1.4145
1997-06-01,18.22,19.82,0.755,1.381,6.6379,NA,7.3283,7.7345,1.665,NA,NA,1.0767,7.952,NA,114.2857143,1.4606
1997-07-01,18.94,20.19,0.7451,1.382,7.009,NA,7.635,7.982,1.6388,NA,NA,1.083,7.825,NA,115.3759091,1.5145
1997-08-01,17.98,19.66,0.7345,1.389,6.876,NA,7.478,7.877,1.6203,NA,NA,1.0915,7.785,NA,117.9295238,1.4889
1997-09-01,19.96,21.13,0.725,1.3824,6.73,NA,7.1055,7.5975,1.6117,NA,NA,1.0958,7.775,NA,120.89,1.4548
1997-10-01,19.42,21.1,0.703,1.4099,6.548,NA,6.978,7.489,1.6786,NA,NA,1.1027,8.41,NA,121.0604545,1.3995
1997-11-01,18.96,19.13,0.6825,1.4245,6.7145,NA,7.1925,7.7225,1.6885,NA,NA,1.1093,8.215,NA,125.3816667,1.4255
1997-12-01,15.86,17.65,0.6515,1.4288,6.851,NA,7.374,7.94,1.6427,NA,NA,1.1165,8.07,NA,129.7340909,1.461
1998-01-01,15.59,17.21,0.6852,1.4562,6.979,NA,7.5996,8.1136,1.6325,NA,NA,1.1235,8.455,NA,129.5475,1.482
1998-02-01,13.53,15.44,0.6785,1.4236,6.915,NA,7.578,8.004,1.6453,NA,NA,1.1303,8.5275,NA,125.8515789,1.4662
1998-03-01,13.87,15.75,0.6613,1.418,7.052,NA,7.6255,7.998,1.6765,NA,NA,1.137,8.52,NA,129.0822727,1.5245
1998-04-01,13.79,15.56,0.652,1.4302,6.84,NA,7.46,7.737,1.6727,NA,NA,1.1438,8.492,NA,131.7536364,1.5005
1998-05-01,14.03,15.21,0.626,1.4571,6.7935,NA,7.5327,7.835,1.6308,NA,NA,1.1502,8.825,NA,134.896,1.482
1998-06-01,11.84,14.3,0.6208,1.4717,6.872,NA,7.665,7.9755,1.6695,NA,NA,1.1565,8.985,NA,140.3304545,1.515
1998-07-01,12.63,14.27,0.607,1.5112,6.7825,NA,7.557,7.9595,1.6349,NA,NA,1.1632,8.92,NA,140.7873913,1.4915
1998-08-01,12.06,13.29,0.572,1.5745,6.699,NA,7.805,8.0665,1.676,NA,NA,1.177,9.985,NA,144.68,1.4417
1998-09-01,14.71,16.19,0.593,1.5262,6.355,NA,7.402,7.845,1.6995,NA,NA,1.1855,10.196,NA,134.4804762,1.3808
1998-10-01,12,14.48,0.625,1.5432,6.3075,NA,7.377,7.818,1.6735,NA,NA,1.1919,10.102,NA,121.0485714,1.3548
1998-11-01,9.91,11.37,0.628,1.5235,6.4475,NA,7.485,8.135,1.6485,NA,NA,1.201,10.005,NA,120.2894737,1.3963
1998-12-01,10.54,12.14,0.6123,1.5375,6.3625,NA,7.58,8.103,1.6628,NA,NA,1.2085,9.901,NA,117.0709091,1.3735
1999-01-01,11.34,12.81,0.6297,1.5095,6.542,1.1371,7.523,7.787,1.6457,NA,NA,2.07,10.152,1.6131,113.29,1.4168
1999-02-01,10.58,12.31,0.6205,1.509,6.765,1.0995,7.9105,8.1915,1.6027,NA,NA,2.09,9.9365,1.5886,116.6684211,1.4495
1999-03-01,15.02,16.66,0.634,1.5092,6.878,1.0808,7.728,8.213,1.614,NA,NA,1.72,9.521,1.5967,119.4730435,1.4775
1999-04-01,16.45,18.69,0.662,1.4578,7.038,1.0564,7.8175,8.445,1.6085,NA,NA,1.6625,9.2425,1.6128,119.7722727,1.5257
1999-05-01,14.75,16.85,0.6528,1.4725,7.131,1.0422,7.9045,8.598,1.602,NA,NA,1.734,9.7925,1.5935,121.9995,1.528
1999-06-01,16.97,19.33,0.6611,1.4735,7.211,1.031,7.875,8.481,1.5765,NA,NA,1.77,9.443,1.6017,120.7245455,1.5555
1999-07-01,19.97,20.52,0.6522,1.507,6.963,1.0694,7.774,8.222,1.6207,NA,NA,1.79,9.4,1.5961,119.3304762,1.4925
1999-08-01,21.08,22.15,0.638,1.4965,7.028,1.0581,7.83,8.229,1.6086,NA,NA,1.925,9.393,1.6003,113.2268182,1.513
1999-09-01,22.98,24.54,0.6528,1.4695,6.9855,1.0643,7.7395,8.201,1.6457,NA,NA,1.921,9.352,1.5978,106.8752381,1.5022
1999-10-01,21.11,21.79,0.6376,1.472,7.068,1.0518,7.85,8.2225,1.6425,NA,NA,1.953,9.618,1.6041,105.965,1.5243
1999-11-01,25.2,24.87,0.6371,1.472,7.386,1.0077,8.059,8.513,1.5935,NA,NA,1.923,9.424,1.6024,104.6485,1.5893
1999-12-01,24.93,25.76,0.656,1.444,7.395,1.007,8.01,8.505,1.615,NA,NA,1.809,9.48,1.6059,102.5843478,1.593
2000-01-01,27.08,27.65,0.6382,1.4517,7.633,0.9757,8.301,8.815,1.6182,NA,NA,1.802,9.64,1.6093,105.296,1.6495
2000-02-01,29.01,30.57,0.6155,1.4505,7.724,0.9643,8.381,8.75,1.578,NA,NA,1.769,9.3645,1.6066,109.3885,1.6665
2000-03-01,23.98,26.86,0.6062,1.4538,7.775,0.9574,8.435,8.635,1.5922,NA,NA,1.742,9.2895,1.5918,106.3073913,1.663
2000-04-01,23.79,25.71,0.5837,1.4818,8.1935,0.9089,8.959,8.967,1.556,NA,NA,1.805,9.411,1.5721,105.627,1.725
2000-05-01,29.64,29.03,0.5708,1.4977,7.998,0.9328,8.926,8.987,1.4968,NA,NA,1.827,9.511,1.5701,108.3204545,1.6883
2000-06-01,31.58,32.44,0.5971,1.4798,7.82,0.9545,8.581,8.821,1.513,NA,NA,1.804,9.843,1.5583,106.1254545,1.6317
2000-07-01,25.3,27.5,0.5787,1.488,8.0475,0.9266,8.864,9.172,1.4983,NA,NA,1.776,9.368,1.5483,108.2115,1.6689
2000-08-01,35.08,33.09,0.5764,1.472,8.401,0.8878,9.0845,9.445,1.4515,NA,NA,1.82,9.2,1.5476,108.0804348,1.7425
2000-09-01,28.42,30.87,0.5415,1.507,8.445,0.8837,9.0725,9.628,1.4787,NA,NA,1.844,9.44,1.5245,106.8375,1.7265
2000-10-01,30.15,32.7,0.5181,1.5273,8.77,0.8486,9.279,9.997,1.4505,NA,NA,1.908,9.564,1.5195,108.4428571,1.7978
2000-11-01,32.53,33.61,0.5262,1.5355,8.5767,0.8694,9.284,10.04,1.421,NA,NA,1.9722,9.41,1.5066,109.0095238,1.7365
2000-12-01,22.58,26.72,0.556,1.4995,7.9442,0.9388,8.801,9.444,1.4955,NA,NA,1.951,9.618,1.5245,112.209,1.6202
2001-01-01,26.59,28.62,0.548,1.4995,8.0173,0.9308,8.8353,9.5227,1.4613,NA,NA,1.972,9.679,1.5271,116.6719048,1.6425
2001-02-01,25.16,27.35,0.5248,1.532,8.1,0.9212,8.9225,9.815,1.4433,NA,NA,2.0465,9.6925,1.54,116.2336842,1.6736
2001-03-01,23.5,26.37,0.4881,1.5784,8.4875,0.8794,9.1475,10.38,1.419,NA,NA,2.175,9.485,1.5265,121.505,1.736
2001-04-01,27.21,28.48,0.5096,1.536,8.415,0.8874,9.101,10.26,1.4306,NA,NA,2.189,9.261,1.5371,123.7709524,1.7345
2001-05-01,28.55,28.39,0.5068,1.5461,8.818,0.8455,9.379,10.79,1.4175,NA,NA,2.359,9.165,1.5207,121.7681818,1.797
2001-06-01,26.21,26.37,0.51,1.5175,8.785,0.8474,9.329,10.881,1.4077,NA,NA,2.305,9.06,1.5214,122.3509524,1.7968
2001-07-01,24.35,26.7,0.508,1.531,8.515,0.8752,9.135,10.625,1.4252,NA,NA,2.437,9.151,1.5107,124.4980952,1.7285
2001-08-01,26.8,26.65,0.5277,1.5478,8.192,0.909,8.865,10.431,1.451,NA,NA,2.552,9.2075,1.5159,121.3669565,1.6698
2001-09-01,21.87,23.44,0.4946,1.5797,8.1763,0.9099,8.88,10.6871,1.4691,NA,NA,2.673,9.52,1.4766,118.6116667,1.6188
2001-10-01,19.63,21.2,0.503,1.5905,8.283,0.8993,8.904,10.671,1.4534,NA,NA,2.701,9.27,1.4692,121.4536364,1.6347
2001-11-01,18.92,19.46,0.5203,1.5717,8.311,0.8958,8.926,10.674,1.4255,NA,NA,2.514,9.2585,1.4717,122.4055,1.6405
2001-12-01,19.35,19.96,0.5117,1.5925,8.3529,0.8901,8.9724,10.4571,1.4543,NA,NA,2.312,9.156,1.4813,127.5945,1.6598
2002-01-01,19.07,19.71,0.5072,1.5915,8.647,0.8594,9.108,10.672,1.412,NA,NA,2.409,9.152,1.4745,132.6833333,1.719
2002-02-01,20.73,21.78,0.5167,1.6049,8.5725,0.8658,8.9175,10.47,1.4129,NA,NA,2.361,9.13,1.4766,133.6426316,1.7025
2002-03-01,25.34,26.21,0.5333,1.5958,8.5285,0.8717,8.853,10.363,1.425,NA,NA,2.326,9.0005,1.4656,131.0609524,1.682
2002-04-01,26.98,27.32,0.5372,1.5681,8.258,0.9002,8.405,10.28,1.4565,NA,NA,2.36,9.375,1.4636,130.7718182,1.6216
2002-05-01,23.87,25.37,0.566,1.5275,7.959,0.9339,8.0025,9.7445,1.4625,NA,NA,2.522,9.6525,1.4635,126.375,1.5693
2002-06-01,25.33,26.79,0.5628,1.519,7.535,0.9856,7.524,9.207,1.5245,NA,NA,2.83,9.98,1.4725,123.2905,1.492
2002-07-01,26.28,27.02,0.5445,1.5845,7.583,0.9796,7.62,9.515,1.5625,NA,NA,3.485,9.8,1.4547,117.8990909,1.4833
2002-08-01,27.56,28.97,0.5495,1.5585,7.5725,0.9806,7.5366,9.4,1.5476,NA,NA,3.003,9.9185,1.4688,118.9927273,1.5007
2002-09-01,29.11,30.59,0.5429,1.5863,7.52,0.9879,7.41,9.274,1.57,NA,NA,3.803,10.212,1.4637,121.078,1.4758
2002-10-01,25.51,27.18,0.5548,1.561,7.526,0.9881,7.4555,9.1885,1.563,NA,NA,3.624,10.15,1.4627,123.9077273,1.4805
2002-11-01,25.74,26.87,0.5601,1.5658,7.4748,0.9932,7.334,9.076,1.5553,NA,NA,3.671,10.154,1.4756,121.6078947,1.486
2002-12-01,30.12,31.21,0.5625,1.58,7.085,1.0485,6.9375,8.695,1.6095,NA,NA,3.54,10.425,1.4525,121.8928571,1.3833
