"Date","Australia","Canada","Euro","Norway","UK","US"
2008-12-26,NA,NA,NA,NA,NA,0.09
2008-12-27,NA,NA,NA,NA,NA,0.09
2008-12-28,NA,NA,NA,NA,NA,0.09
2008-12-29,4.25,1.4951,2.234,4,2.14375,0.1
2008-12-30,4.25,1.4912,2.265,4,2.125,0.09
2008-12-31,4.25,1.4982,2.352,4,2.2075,0.14
2009-01-01,NA,NA,NA,NA,NA,0.14
2009-01-02,4.25,1.4938,2.221,4,2.1425,0.08
2009-01-03,NA,NA,NA,NA,NA,0.08
2009-01-04,NA,NA,NA,NA,NA,0.08
2009-01-05,4.25,1.4944,2.212,4,2.11375,0.11
2009-01-06,4.25,1.4934,2.177,4,2.10625,0.09
2009-01-07,4.25,1.4959,2.181,4,2.1,0.11
2009-01-08,4.25,1.4982,2.159,4,2.09,0.1
2009-01-09,4.25,1.4914,2.15,4,2.07125,0.09
2009-01-10,NA,NA,NA,NA,NA,0.09
2009-01-11,NA,NA,NA,NA,NA,0.09
2009-01-12,4.25,1.4939,2.144,4,2.07,0.1
2009-01-13,4.25,1.4946,2.123,4,2.0625,0.1
2009-01-14,4.25,1.4947,2.115,4,2.05875,0.15
2009-01-15,4.25,1.4989,2.117,4,2.04875,0.18
2009-01-16,4.25,1.4944,2.11,4,2.03625,0.19
2009-01-17,NA,NA,NA,NA,NA,0.19
2009-01-18,NA,NA,NA,NA,NA,0.19
2009-01-19,4.25,1.495,2.12,4,2.03625,0.19
2009-01-20,4.25,0.9988,2.147,4,2.0775,0.2
2009-01-21,4.25,1.0007,1.498,4,1.40625,0.23
2009-01-22,4.25,1.0113,1.248,4,1.14375,0.21
2009-01-23,4.25,1.0091,1.204,4,1.125,0.18
2009-01-24,NA,NA,NA,NA,NA,0.18
2009-01-25,NA,NA,NA,NA,NA,0.18
2009-01-26,NA,0.9982,1.228,4,1.115,0.19
2009-01-27,4.25,0.9988,1.193,4,1.11125,0.18
2009-01-28,4.25,0.9952,1.209,4,1.10125,0.19
2009-01-29,4.25,0.9988,1.228,4,1.12125,0.23
2009-01-30,4.25,1.0018,1.273,4,1.175,0.23
2009-01-31,NA,NA,NA,NA,NA,0.23
2009-02-01,NA,NA,NA,NA,NA,0.23
2009-02-02,4.25,1.0038,1.211,4,1.1275,0.24
2009-02-03,4.25,1.0049,1.219,4,1.125,0.24
2009-02-04,3.25,1.0002,1.201,4,1.1175,0.24
2009-02-05,3.25,1.0001,1.186,3.5,1.11625,0.23
2009-02-06,3.25,0.9955,1.191,3.5,1.12125,0.23
2009-02-07,NA,NA,NA,NA,NA,0.23
2009-02-08,NA,NA,NA,NA,NA,0.23
2009-02-09,3.25,0.9962,1.187,3.5,1.1175,0.22
2009-02-10,3.25,0.9921,1.291,3.5,1.21125,0.24
2009-02-11,3.25,0.9936,1.245,3.5,1.17375,0.22
2009-02-12,3.25,0.9934,1.229,3.5,1.15875,0.23
2009-02-13,3.25,0.999,1.235,3.5,1.145,0.22
2009-02-14,NA,NA,NA,NA,NA,0.22
2009-02-15,NA,NA,NA,NA,NA,0.22
2009-02-16,3.25,NA,1.243,3.5,1.13125,0.22
2009-02-17,3.25,0.9961,1.281,3.5,1.14375,0.25
2009-02-18,3.25,0.998,1.281,3.5,1.1475,0.23
2009-02-19,3.25,0.9992,1.281,3.5,1.1825,0.21
2009-02-20,3.25,0.9982,1.295,3.5,1.1775,0.2
2009-02-21,NA,NA,NA,NA,NA,0.2
2009-02-22,NA,NA,NA,NA,NA,0.2
2009-02-23,3.25,0.997,1.302,3.5,1.18875,0.19
2009-02-24,3.25,0.9983,1.289,3.5,1.19125,0.21
2009-02-25,3.25,0.9953,1.295,3.5,1.1825,0.21
2009-02-26,3.25,0.9971,1.306,3.5,1.1925,0.22
2009-02-27,3.25,1.0021,1.374,3.5,1.25,0.22
2009-02-28,NA,NA,NA,NA,NA,0.22
2009-03-01,NA,NA,NA,NA,NA,0.22
2009-03-02,3.25,0.9993,1.28,3.5,1.19125,0.22
2009-03-03,3.25,0.4986,1.284,3.5,1.19375,0.2
2009-03-04,3.25,0.4975,1.283,3.5,1.2,0.21
2009-03-05,3.25,0.4958,1.277,3.5,1.19375,0.2
2009-03-06,3.25,0.4916,1.261,3.5,1.18688,0.2
2009-03-07,NA,NA,NA,NA,NA,0.2
2009-03-08,NA,NA,NA,NA,NA,0.2
2009-03-09,3.25,0.4945,1.243,3.5,1.17375,0.2
2009-03-10,3.25,0.4917,1.335,3.5,1.21375,0.2
2009-03-11,3.25,0.4894,0.845,3.5,0.77375,0.19
2009-03-12,3.25,0.4889,0.851,3.5,0.79,0.18
2009-03-13,3.25,0.4927,0.855,3.5,0.78688,0.15
2009-03-14,NA,NA,NA,NA,NA,0.15
2009-03-15,NA,NA,NA,NA,NA,0.15
2009-03-16,3.25,0.4915,0.865,3.5,0.77938,0.2
2009-03-17,3.25,0.4929,0.885,3.5,0.77875,0.2
2009-03-18,3.25,0.4879,0.888,3.5,0.8025,0.18
2009-03-19,3.25,0.4938,0.901,3.5,0.80375,0.17
2009-03-20,3.25,0.485,0.92,3.5,0.81625,0.18
2009-03-21,NA,NA,NA,NA,NA,0.18
2009-03-22,NA,NA,NA,NA,NA,0.18
2009-03-23,3.25,0.492,0.937,3.5,0.83438,0.17
2009-03-24,3.25,0.4898,0.931,3.5,0.8675,0.17
2009-03-25,3.25,0.4875,0.971,3.5,0.87625,0.17
2009-03-26,3.25,0.4942,0.979,3,0.87375,0.16
2009-03-27,3.25,0.4945,0.972,3,0.885,0.15
2009-03-28,NA,NA,NA,NA,NA,0.15
2009-03-29,NA,NA,NA,NA,NA,0.15
2009-03-30,3.25,0.4944,0.964,3,0.91625,0.16
2009-03-31,3.25,0.4952,1.636,3,1.3175,0.16
2009-04-01,3.25,0.4997,0.96,3,0.8725,0.16
2009-04-02,3.25,0.4997,0.891,3,0.85625,0.16
2009-04-03,3.25,0.4947,0.826,3,0.80625,0.13
2009-04-04,NA,NA,NA,NA,NA,0.13
2009-04-05,NA,NA,NA,NA,NA,0.13
2009-04-06,3.25,0.4985,0.786,3,0.76125,0.14
2009-04-07,3.25,0.4845,1.006,3,0.79875,0.14
2009-04-08,3,0.4897,0.858,3,0.7725,0.14
2009-04-09,3,0.4869,0.958,NA,0.84125,0.14
2009-04-10,NA,NA,NA,NA,NA,0.15
2009-04-11,NA,NA,NA,NA,NA,0.15
2009-04-12,NA,NA,NA,NA,NA,0.15
2009-04-13,NA,0.4879,NA,NA,NA,0.13
2009-04-14,3,0.493,0.891,3,0.79875,0.16
2009-04-15,3,0.4924,0.92,3,0.795,0.16
2009-04-16,3,0.4961,0.974,3,0.82875,0.15
2009-04-17,3,0.4946,0.964,3,0.86375,0.13
2009-04-18,NA,NA,NA,NA,NA,0.13
2009-04-19,NA,NA,NA,NA,NA,0.13
2009-04-20,3,0.4931,0.978,3,0.85875,0.14
2009-04-21,3,0.2495,1,3,0.85,0.15
2009-04-22,3,0.2455,0.954,3,0.84625,0.15
2009-04-23,3,0.2483,0.853,3,0.79875,0.17
2009-04-24,3,0.247,0.699,3,0.61,0.16
2009-04-25,NA,NA,NA,NA,NA,0.16
2009-04-26,NA,NA,NA,NA,NA,0.16
2009-04-27,3,0.249,0.638,3,0.53625,0.17
2009-04-28,3,0.2491,0.583,3,0.4975,0.16
2009-04-29,3,0.2489,0.511,3,0.47125,0.18
2009-04-30,3,0.2489,0.588,3,0.4975,0.2
2009-05-01,3,0.2491,NA,NA,NA,0.22
2009-05-02,NA,NA,NA,NA,NA,0.22
2009-05-03,NA,NA,NA,NA,NA,0.22
2009-05-04,3,0.2491,0.5,3,0.48125,0.22
2009-05-05,3,0.2416,0.523,3,0.4675,0.2
2009-05-06,3,0.2363,0.532,3,0.455,0.18
2009-05-07,3,0.2417,0.519,2.5,0.44,0.18
2009-05-08,3,0.2318,0.512,2.5,0.42625,0.17
2009-05-09,NA,NA,NA,NA,NA,0.17
2009-05-10,NA,NA,NA,NA,NA,0.17
2009-05-11,3,0.2418,0.486,2.5,0.41125,0.17
2009-05-12,3,0.2367,0.851,2.5,0.725,0.16
2009-05-13,3,0.2348,0.729,2.5,0.59125,0.16
2009-05-14,3,0.2413,0.717,2.5,0.5575,0.16
2009-05-15,3,0.2449,0.728,2.5,0.5475,0.17
2009-05-16,NA,NA,NA,NA,NA,0.17
2009-05-17,NA,NA,NA,NA,NA,0.17
2009-05-18,3,NA,0.769,2.5,0.56375,0.16
2009-05-19,3,0.2437,0.838,2.5,0.63625,0.15
2009-05-20,3,0.2409,0.922,2.5,0.83625,0.14
2009-05-21,3,0.2416,0.924,NA,0.9375,0.17
2009-05-22,3,0.2425,1.082,2.5,0.93125,0.17
2009-05-23,NA,NA,NA,NA,NA,0.17
2009-05-24,NA,NA,NA,NA,NA,0.17
2009-05-25,3,0.244,1.122,2.5,0.99375,0.17
2009-05-26,3,0.2452,1.146,2.5,0.9775,0.18
2009-05-27,3,0.2443,1.01,2.5,0.9075,0.17
2009-05-28,3,0.2443,0.901,2.5,0.8525,0.17
2009-05-29,3,0.2476,0.831,2.5,0.825,0.19
2009-05-30,NA,NA,NA,NA,NA,0.19
2009-05-31,NA,NA,NA,NA,NA,0.19
2009-06-01,3,0.2515,0.687,NA,0.70375,0.21
2009-06-02,3,0.2484,0.607,2.5,0.62,0.2
2009-06-03,3,0.2477,0.58,2.5,0.54125,0.21
2009-06-04,3,0.2449,0.581,2.5,0.5475,0.2
2009-06-05,3,0.2453,0.55,2.5,0.54125,0.21
2009-06-06,NA,NA,NA,NA,NA,0.21
2009-06-07,NA,NA,NA,NA,NA,0.21
2009-06-08,NA,0.2443,0.502,2.5,0.5,0.21
2009-06-09,3,0.2451,0.737,2.5,0.7875,0.18
2009-06-10,3,0.2453,0.797,2.5,0.79375,0.18
2009-06-11,3,0.2442,0.788,2.5,0.79,0.17
2009-06-12,3,0.2477,0.837,2.5,0.75875,0.17
2009-06-13,NA,NA,NA,NA,NA,0.17
2009-06-14,NA,NA,NA,NA,NA,0.17
2009-06-15,3,0.2486,0.847,2.5,0.76625,0.22
2009-06-16,3,0.244,0.856,2.5,0.8025,0.22
2009-06-17,3,0.2428,0.852,2.5,0.8025,0.24
2009-06-18,3,0.2426,0.843,2.25,0.7875,0.25
2009-06-19,3,0.2413,0.793,2.25,0.74875,0.25
2009-06-20,NA,NA,NA,NA,NA,0.25
2009-06-21,NA,NA,NA,NA,NA,0.25
2009-06-22,3,0.2425,0.76,2.25,0.72,0.24
2009-06-23,3,0.2398,0.752,2.25,0.685,0.24
2009-06-24,3,0.2396,1.386,2.25,1.275,0.21
2009-06-25,3,0.2404,0.432,2.25,0.34625,0.19
2009-06-26,3,0.2404,0.388,2.25,0.31,0.18
2009-06-27,NA,NA,NA,NA,NA,0.18
2009-06-28,NA,NA,NA,NA,NA,0.18
2009-06-29,3,0.236,0.381,2.25,0.28938,0.17
2009-06-30,3,0.2483,0.401,2.25,0.30875,0.22
2009-07-01,3,NA,0.344,2.25,0.27313,0.2
2009-07-02,3,0.2482,0.36,2.25,0.2725,0.17
2009-07-03,3,0.2394,0.328,2.25,0.26625,0.16
2009-07-04,NA,NA,NA,NA,NA,0.16
2009-07-05,NA,NA,NA,NA,NA,0.16
2009-07-06,3,0.2453,0.332,2.25,0.2725,0.18
2009-07-07,3,0.2452,0.476,2.25,0.4325,0.18
2009-07-08,3,0.2464,0.362,2.25,0.28125,0.16
2009-07-09,3,0.2437,0.36,2.25,0.265,0.15
2009-07-10,3,0.2385,0.34,2.25,0.26875,0.15
2009-07-11,NA,NA,NA,NA,NA,0.15
2009-07-12,NA,NA,NA,NA,NA,0.15
2009-07-13,3,0.2453,0.353,2.25,0.27625,0.13
2009-07-14,3,0.245,0.363,2.25,0.275,0.13
2009-07-15,3,0.2363,0.345,2.25,0.28063,0.14
2009-07-16,3,0.2406,0.358,2.25,0.28313,0.15
2009-07-17,3,0.2349,0.356,2.25,0.27313,0.15
2009-07-18,NA,NA,NA,NA,NA,0.15
2009-07-19,NA,NA,NA,NA,NA,0.15
2009-07-20,3,0.2349,0.354,2.25,0.27688,0.15
2009-07-21,3,0.2373,0.365,2.25,0.27438,0.14
2009-07-22,3,0.2421,0.366,2.25,0.27438,0.14
2009-07-23,3,0.2415,0.355,2.25,0.27313,0.15
2009-07-24,3,0.2414,0.346,2.25,0.26938,0.15
2009-07-25,NA,NA,NA,NA,NA,0.15
2009-07-26,NA,NA,NA,NA,NA,0.15
2009-07-27,3,0.2422,0.345,2.25,0.2675,0.16
2009-07-28,3,0.2405,0.349,2.25,0.2675,0.15
2009-07-29,3,0.2432,0.349,2.25,0.26938,0.17
2009-07-30,3,0.2281,0.36,2.25,0.26813,0.17
2009-07-31,3,0.2461,0.358,2.25,0.28375,0.18
2009-08-01,NA,NA,NA,NA,NA,0.18
2009-08-02,NA,NA,NA,NA,NA,0.18
2009-08-03,3,NA,0.346,2.25,0.26813,0.18
2009-08-04,3,0.2401,0.351,2.25,0.26813,0.17
2009-08-05,3,0.2469,0.343,2.25,0.26813,0.17
2009-08-06,3,0.2391,0.334,2.25,0.2675,0.17
2009-08-07,3,0.2389,0.341,2.25,0.26438,0.17
2009-08-08,NA,NA,NA,NA,NA,0.17
2009-08-09,NA,NA,NA,NA,NA,0.17
2009-08-10,3,0.2364,0.332,2.25,0.2675,0.17
2009-08-11,3,0.2354,0.473,2.25,0.37125,0.16
2009-08-12,3,0.2379,0.339,2.25,0.2725,0.15
2009-08-13,3,0.235,0.342,2.25,0.27188,0.15
2009-08-14,3,0.2293,0.338,2.25,0.27188,0.15
2009-08-15,NA,NA,NA,NA,NA,0.15
2009-08-16,NA,NA,NA,NA,NA,0.15
2009-08-17,3,0.2364,0.348,2.25,0.2675,0.17
2009-08-18,3,0.2362,0.345,2.25,0.27,0.17
2009-08-19,3,0.2455,0.343,2.25,0.27,0.17
2009-08-20,3,0.247,0.333,2.25,0.2725,0.17
2009-08-21,3,0.2442,0.34,2.25,0.2725,0.16
2009-08-22,NA,NA,NA,NA,NA,0.16
2009-08-23,NA,NA,NA,NA,NA,0.16
2009-08-24,3,0.237,0.347,2.25,0.27,0.16
2009-08-25,3,0.2411,0.346,2.25,0.2675,0.15
2009-08-26,3,0.2398,0.341,2.25,0.26875,0.15
2009-08-27,3,0.2445,0.342,2.25,0.26875,0.14
2009-08-28,3,0.2427,0.334,2.25,0.26875,0.14
2009-08-29,NA,NA,NA,NA,NA,0.14
2009-08-30,NA,NA,NA,NA,NA,0.14
2009-08-31,3,0.2418,0.339,2.25,0.28188,0.15
2009-09-01,3,0.2405,0.334,2.25,0.27875,0.15
2009-09-02,3,0.2433,0.334,2.25,0.2725,0.16
2009-09-03,3,0.2402,0.329,2.25,0.275,0.15
2009-09-04,3,0.2402,0.333,2.25,0.2725,0.15
2009-09-05,NA,NA,NA,NA,NA,0.15
2009-09-06,NA,NA,NA,NA,NA,0.15
2009-09-07,3,NA,0.338,2.25,0.2725,0.15
2009-09-08,3,0.2417,0.535,2.25,0.4825,0.15
2009-09-09,3,0.2387,0.332,2.25,0.27,0.15
2009-09-10,3,0.2393,0.338,2.25,0.26875,0.16
2009-09-11,3,0.243,0.34,2.25,0.27,0.15
2009-09-12,NA,NA,NA,NA,NA,0.15
2009-09-13,NA,NA,NA,NA,NA,0.15
2009-09-14,3,0.2387,0.35,2.25,0.27375,0.16
2009-09-15,3,0.2371,0.355,2.25,0.275,0.17
2009-09-16,3,0.2367,0.369,2.25,0.27375,0.17
2009-09-17,3,0.2372,0.359,2.25,0.275,0.16
2009-09-18,3,0.2372,0.366,2.25,0.27625,0.16
2009-09-19,NA,NA,NA,NA,NA,0.16
2009-09-20,NA,NA,NA,NA,NA,0.16
2009-09-21,3,0.2397,0.35,2.25,0.27875,0.15
2009-09-22,3,0.2362,0.355,2.25,0.28375,0.15
2009-09-23,3,0.2381,0.344,2.25,0.28125,0.15
2009-09-24,3,0.2396,0.347,2.25,0.28375,0.14
2009-09-25,3,0.2452,0.342,2.25,0.2825,0.13
2009-09-26,NA,NA,NA,NA,NA,0.13
2009-09-27,NA,NA,NA,NA,NA,0.13
2009-09-28,3,0.2403,0.353,2.25,0.28,0.13
2009-09-29,3,0.2364,0.354,2.25,0.28125,0.11
2009-09-30,3,0.2398,0.533,2.25,0.45625,0.07
2009-10-01,3,0.2419,0.34,2.25,0.28225,0.11
2009-10-02,3,0.2397,0.361,2.25,0.28075,0.13
2009-10-03,NA,NA,NA,NA,NA,0.13
2009-10-04,NA,NA,NA,NA,NA,0.13
2009-10-05,3,0.2429,0.354,2.25,0.27575,0.13
2009-10-06,3,0.2396,0.37,2.25,0.27075,0.12
2009-10-07,3.25,0.2407,0.336,2.25,0.27075,0.13
2009-10-08,3.25,0.2411,0.33,2.25,0.272,0.12
2009-10-09,3.25,0.2411,0.333,2.25,0.27075,0.12
2009-10-10,NA,NA,NA,NA,NA,0.12
2009-10-11,NA,NA,NA,NA,NA,0.12
2009-10-12,3.25,NA,0.335,2.25,0.272,0.12
2009-10-13,3.25,0.2388,0.57,2.25,0.5375,0.12
2009-10-14,3.25,0.2436,0.367,2.25,0.27625,0.12
2009-10-15,3.25,0.2416,0.34,2.25,0.2775,0.13
2009-10-16,3.25,0.2424,0.343,2.25,0.27875,0.12
2009-10-17,NA,NA,NA,NA,NA,0.12
2009-10-18,NA,NA,NA,NA,NA,0.12
2009-10-19,3.25,0.242,0.35,2.25,0.27875,0.12
2009-10-20,3.25,0.242,0.352,2.25,0.28,0.12
2009-10-21,3.25,0.241,0.347,2.25,0.27875,0.11
2009-10-22,3.25,0.2441,0.347,2.25,0.28125,0.11
2009-10-23,3.25,0.2381,0.343,2.25,0.27875,0.11
2009-10-24,NA,NA,NA,NA,NA,0.11
2009-10-25,NA,NA,NA,NA,NA,0.11
2009-10-26,3.25,0.2406,0.34,2.25,0.28375,0.11
2009-10-27,3.25,0.242,0.339,2.25,0.27875,0.11
2009-10-28,3.25,0.241,0.349,2.25,0.2775,0.11
2009-10-29,3.25,0.2427,0.348,2.5,0.27875,0.11
2009-10-30,3.25,0.2411,0.397,2.5,0.3075,0.11
2009-10-31,NA,NA,NA,NA,NA,0.11
2009-11-01,NA,NA,NA,NA,NA,0.11
2009-11-02,3.25,0.2429,0.328,2.5,0.28625,0.12
2009-11-03,3.25,0.2416,0.324,2.5,0.28375,0.12
2009-11-04,3.5,0.242,0.331,2.5,0.28375,0.13
2009-11-05,3.5,0.2393,0.333,2.5,0.28125,0.13
2009-11-06,3.5,0.2398,0.326,2.5,0.2825,0.12
2009-11-07,NA,NA,NA,NA,NA,0.12
2009-11-08,NA,NA,NA,NA,NA,0.12
2009-11-09,3.5,0.2391,0.331,2.5,0.28063,0.12
2009-11-10,3.5,0.2439,0.69,2.5,0.575,0.13
2009-11-11,3.5,NA,0.339,2.5,0.29188,0.13
2009-11-12,3.5,0.2412,0.343,2.5,0.29438,0.12
2009-11-13,3.5,0.244,0.356,2.5,0.29563,0.12
2009-11-14,NA,NA,NA,NA,NA,0.12
2009-11-15,NA,NA,NA,NA,NA,0.12
2009-11-16,3.5,0.2482,0.347,2.5,0.29938,0.12
2009-11-17,3.5,0.244,0.344,2.5,0.30313,0.12
2009-11-18,3.5,0.2427,0.35,2.5,0.30563,0.11
2009-11-19,3.5,0.2419,0.35,2.5,0.3125,0.11
2009-11-20,3.5,0.245,0.35,2.5,0.31125,0.11
2009-11-21,NA,NA,NA,NA,NA,0.11
2009-11-22,NA,NA,NA,NA,NA,0.11
2009-11-23,3.5,0.2438,0.35,2.5,0.31,0.12
2009-11-24,3.5,0.2408,0.346,2.5,0.31,0.12
2009-11-25,3.5,0.2433,0.349,2.5,0.3075,0.11
2009-11-26,3.5,0.2424,0.355,2.5,0.30875,0.11
2009-11-27,3.5,0.2423,0.342,2.5,0.30875,0.12
2009-11-28,NA,NA,NA,NA,NA,0.12
2009-11-29,NA,NA,NA,NA,NA,0.12
2009-11-30,3.5,0.2479,0.426,2.5,0.38625,0.13
2009-12-01,3.5,0.2463,0.344,2.5,0.3075,0.13
2009-12-02,3.75,0.2483,0.349,2.5,0.30375,0.13
2009-12-03,3.75,0.2433,0.336,2.5,0.3,0.13
2009-12-04,3.75,0.2427,0.339,2.5,0.3025,0.12
2009-12-05,NA,NA,NA,NA,NA,0.12
2009-12-06,NA,NA,NA,NA,NA,0.12
2009-12-07,3.75,0.2417,0.642,2.5,0.6925,0.12
2009-12-08,3.75,0.2376,0.351,2.5,0.30875,0.12
2009-12-09,3.75,0.2367,0.352,2.5,0.30875,0.12
2009-12-10,3.75,0.2372,0.351,2.5,0.31,0.12
2009-12-11,3.75,0.2431,0.353,2.5,0.30875,0.12
2009-12-12,NA,NA,NA,NA,NA,0.12
2009-12-13,NA,NA,NA,NA,NA,0.12
2009-12-14,3.75,0.2427,0.352,2.5,0.31375,0.12
2009-12-15,3.75,0.2434,0.352,2.5,0.31375,0.13
2009-12-16,3.75,0.2442,0.347,2.5,0.30875,0.14
2009-12-17,3.75,0.2401,0.343,2.75,0.3,0.13
2009-12-18,3.75,0.2477,0.343,2.75,0.29625,0.12
2009-12-19,NA,NA,NA,NA,NA,0.12
2009-12-20,NA,NA,NA,NA,NA,0.12
2009-12-21,3.75,0.2372,0.332,2.75,0.29375,0.12
2009-12-22,3.75,0.2392,0.323,2.75,0.29125,0.12
2009-12-23,3.75,0.2445,0.299,2.75,0.28875,0.11
2009-12-24,3.75,0.2447,0.302,NA,0.2875,0.11
2009-12-25,NA,NA,NA,NA,NA,0.11
2009-12-26,NA,NA,NA,NA,NA,0.11
2009-12-27,NA,NA,NA,NA,NA,0.11
2009-12-28,NA,NA,0.334,2.75,0.28875,0.12
2009-12-29,3.75,0.2465,0.326,2.75,0.285,0.12
2009-12-30,3.75,0.2482,0.321,2.75,0.28375,0.11
2009-12-31,3.75,0.2496,0.41,2.75,0.29125,0.05
2010-01-01,NA,NA,NA,NA,NA,0.05
2010-01-02,NA,NA,NA,NA,NA,0.05
2010-01-03,NA,NA,NA,NA,NA,0.05
2010-01-04,3.75,0.2443,0.341,2.75,0.28,0.12
2010-01-05,3.75,0.245,0.325,2.75,0.2775,0.12
2010-01-06,3.75,0.2454,0.322,2.75,0.27625,0.12
2010-01-07,3.75,0.2458,0.351,2.75,0.2775,0.1
2010-01-08,3.75,0.2425,0.347,2.75,0.27625,0.11
2010-01-09,NA,NA,NA,NA,NA,0.11
2010-01-10,NA,NA,NA,NA,NA,0.11
2010-01-11,3.75,0.2434,0.336,2.75,0.275,0.11
2010-01-12,3.75,0.2391,0.333,2.75,0.27625,0.11
2010-01-13,3.75,0.2441,0.325,2.75,0.27625,0.11
2010-01-14,3.75,0.2454,0.318,2.75,0.275,0.11
2010-01-15,3.75,0.2447,0.316,2.75,0.275,0.12
2010-01-16,NA,NA,NA,NA,NA,0.12
2010-01-17,NA,NA,NA,NA,NA,0.12
2010-01-18,3.75,0.2446,0.328,2.75,0.27625,0.12
2010-01-19,3.74,0.245,0.585,2.75,0.615,0.13
2010-01-20,3.74,0.2461,0.335,2.75,0.2825,0.13
2010-01-21,3.75,0.2455,0.327,2.75,0.28375,0.12
2010-01-22,3.75,0.2435,0.322,2.75,0.28625,0.11
2010-01-23,NA,NA,NA,NA,NA,0.11
2010-01-24,NA,NA,NA,NA,NA,0.11
2010-01-25,3.75,0.2447,0.339,2.75,0.285,0.12
2010-01-26,NA,0.2443,0.331,2.75,0.28563,0.12
2010-01-27,3.75,0.2447,0.335,2.75,0.28125,0.12
2010-01-28,3.75,0.2445,0.338,2.75,0.28125,0.12
2010-01-29,3.75,0.2451,0.326,2.75,0.28688,0.12
2010-01-30,NA,NA,NA,NA,NA,0.12
2010-01-31,NA,NA,NA,NA,NA,0.12
2010-02-01,3.75,0.245,0.32,2.75,0.28125,0.14
2010-02-02,3.75,0.2361,0.33,2.75,0.28125,0.14
2010-02-03,3.75,0.2366,0.323,2.75,0.28125,0.13
2010-02-04,3.75,0.238,0.318,2.75,0.28125,0.14
2010-02-05,3.75,0.2411,0.312,2.75,0.28125,0.13
2010-02-06,NA,NA,NA,NA,NA,0.13
2010-02-07,NA,NA,NA,NA,NA,0.13
2010-02-08,3.75,0.2389,0.315,2.75,0.28125,0.13
2010-02-09,3.75,0.2444,0.642,2.75,0.6175,0.13
2010-02-10,3.75,0.2469,0.32,2.75,0.28438,0.12
2010-02-11,3.75,0.2441,0.318,2.75,0.2825,0.12
2010-02-12,3.75,0.2471,0.318,2.75,0.2825,0.12
2010-02-13,NA,NA,NA,NA,NA,0.12
2010-02-14,NA,NA,NA,NA,NA,0.12
2010-02-15,3.75,NA,0.319,2.75,0.285,0.12
2010-02-16,3.75,0.2446,0.32,2.75,0.285,0.13
2010-02-17,3.75,0.2465,0.322,2.75,0.285,0.12
2010-02-18,3.75,0.2474,0.329,2.75,0.28313,0.12
2010-02-19,3.75,0.2481,0.33,2.75,0.28313,0.13
2010-02-20,NA,NA,NA,NA,NA,0.13
2010-02-21,NA,NA,NA,NA,NA,0.13
2010-02-22,3.75,0.2485,0.335,2.75,0.28313,0.12
2010-02-23,3.75,0.2469,0.338,2.75,0.28313,0.12
2010-02-24,3.75,0.2461,0.341,2.75,0.28125,0.11
2010-02-25,3.75,0.2471,0.343,2.75,0.28,0.12
2010-02-26,3.75,0.2482,0.319,2.75,0.2825,0.13
2010-02-27,NA,NA,NA,NA,NA,0.13
2010-02-28,NA,NA,NA,NA,NA,0.13
2010-03-01,3.75,0.2487,0.314,2.75,0.28125,0.14
2010-03-02,3.75,0.2456,0.319,2.75,0.28,0.14
2010-03-03,4,0.2404,0.319,2.75,0.28,0.15
2010-03-04,4,0.2423,0.324,2.75,0.27875,0.16
2010-03-05,4,0.2432,0.316,2.75,0.27875,0.17
2010-03-06,NA,NA,NA,NA,NA,0.17
2010-03-07,NA,NA,NA,NA,NA,0.17
2010-03-08,4,0.2459,0.312,2.75,0.2775,0.15
2010-03-09,4,0.2453,0.643,2.75,0.6375,0.14
2010-03-10,4,0.2422,0.326,2.75,0.28,0.14
2010-03-11,4,0.2446,0.346,2.75,0.2825,0.15
2010-03-12,4,0.2442,0.337,2.75,0.27875,0.17
2010-03-13,NA,NA,NA,NA,NA,0.17
2010-03-14,NA,NA,NA,NA,NA,0.17
2010-03-15,4,0.2441,0.333,2.75,0.28,0.2
2010-03-16,4,0.2445,0.321,2.75,0.2775,0.2
2010-03-17,4,0.2413,0.328,2.75,0.27875,0.18
2010-03-18,4,0.245,0.332,2.75,0.27875,0.18
2010-03-19,4,0.2478,0.338,2.75,0.28063,0.18
2010-03-20,NA,NA,NA,NA,NA,0.18
2010-03-21,NA,NA,NA,NA,NA,0.18
2010-03-22,4,0.2441,0.342,2.75,0.28,0.18
2010-03-23,4,0.2431,0.348,2.75,0.27938,0.17
2010-03-24,4,0.2437,0.33,2.75,0.27938,0.17
2010-03-25,4,0.2454,0.343,2.75,0.27938,0.17
2010-03-26,4,0.2407,0.334,2.75,0.27938,0.17
2010-03-27,NA,NA,NA,NA,NA,0.17
2010-03-28,NA,NA,NA,NA,NA,0.17
2010-03-29,4,0.2461,0.342,2.75,0.27938,0.16
2010-03-30,4,0.2479,0.348,2.75,0.27938,0.16
2010-03-31,4,0.2483,0.401,2.75,0.28875,0.09
2010-04-01,4,0.248,0.325,NA,0.28125,0.17
2010-04-02,NA,NA,NA,NA,NA,0.2
2010-04-03,NA,NA,NA,NA,NA,0.2
2010-04-04,NA,NA,NA,NA,NA,0.2
2010-04-05,NA,0.2467,NA,NA,NA,0.2
2010-04-06,4,0.246,0.319,2.75,0.28,0.2
2010-04-07,4.25,0.2481,0.329,2.75,0.28,0.19
2010-04-08,4.25,0.2484,0.332,2.75,0.28,0.19
