"Date","Australia","Canada","Euro","Norway","UK","US"
2010-04-09,4.25,0.2455,0.325,2.75,0.28,0.19
2010-04-10,NA,NA,NA,NA,NA,0.19
2010-04-11,NA,NA,NA,NA,NA,0.19
2010-04-12,4.25,0.2449,0.342,2.75,0.28063,0.19
2010-04-13,4.25,0.2448,0.658,2.75,0.64625,0.2
2010-04-14,4.25,0.2465,0.337,2.75,0.27875,0.2
2010-04-15,4.25,0.2514,0.338,2.75,0.27875,0.22
2010-04-16,4.25,0.2494,0.334,2.75,0.27813,0.21
2010-04-17,NA,NA,NA,NA,NA,0.21
2010-04-18,NA,NA,NA,NA,NA,0.21
2010-04-19,4.25,0.2457,0.339,2.75,0.27813,0.2
2010-04-20,4.25,0.2491,0.343,2.75,0.27813,0.2
2010-04-21,4.25,0.2453,0.343,2.75,0.27813,0.2
2010-04-22,4.25,0.2489,0.339,2.75,0.27813,0.2
2010-04-23,4.25,0.2475,0.338,2.75,0.27688,0.2
2010-04-24,NA,NA,NA,NA,NA,0.2
2010-04-25,NA,NA,NA,NA,NA,0.2
2010-04-26,NA,0.2491,0.345,2.75,0.27563,0.2
2010-04-27,4.25,0.2501,0.346,2.75,0.27938,0.2
2010-04-28,4.25,0.2452,0.347,2.75,0.27688,0.2
2010-04-29,4.25,0.2458,0.349,2.75,0.27625,0.19
2010-04-30,4.25,0.2465,0.337,2.75,0.28,0.2
2010-05-01,NA,NA,NA,NA,NA,0.2
2010-05-02,NA,NA,NA,NA,NA,0.2
2010-05-03,4.25,0.2511,0.339,2.75,0.27875,0.2
2010-05-04,4.25,0.2449,0.34,2.75,0.2775,0.21
2010-05-05,4.5,0.2496,0.344,2.75,0.27875,0.21
2010-05-06,4.5,0.2493,0.335,3,0.28,0.2
2010-05-07,4.5,0.2459,0.321,3,0.2775,0.2
2010-05-08,NA,NA,NA,NA,NA,0.2
2010-05-09,NA,NA,NA,NA,NA,0.2
2010-05-10,4.5,0.2473,0.341,3,0.27875,0.2
2010-05-11,4.5,0.2459,0.645,3,0.6125,0.2
2010-05-12,4.5,0.2456,0.307,3,0.2775,0.2
2010-05-13,4.5,0.2456,0.307,NA,0.2775,0.2
2010-05-14,4.5,0.2447,0.339,3,0.2775,0.2
2010-05-15,NA,NA,NA,NA,NA,0.2
2010-05-16,NA,NA,NA,NA,NA,0.2
2010-05-17,4.5,0.2436,0.325,NA,0.2775,0.21
2010-05-18,4.5,0.2428,0.327,3,0.2775,0.21
2010-05-19,4.5,0.243,0.329,3,0.2775,0.2
2010-05-20,4.5,0.2454,0.342,3,0.2775,0.2
2010-05-21,4.5,0.2432,0.303,3,0.2775,0.2
2010-05-22,NA,NA,NA,NA,NA,0.2
2010-05-23,NA,NA,NA,NA,NA,0.2
2010-05-24,4.5,NA,0.303,NA,0.2775,0.21
2010-05-25,4.5,0.2426,0.337,3,0.27875,0.21
2010-05-26,4.5,0.2448,0.339,3,0.27875,0.2
2010-05-27,4.5,0.2453,0.331,3,0.275,0.2
2010-05-28,4.5,0.2484,0.338,3,0.275,0.19
2010-05-29,NA,NA,NA,NA,NA,0.19
2010-05-30,NA,NA,NA,NA,NA,0.19
2010-05-31,4.5,0.245,0.33,3,0.28,0.19
2010-06-01,4.5,0.4913,0.329,3,0.275,0.2
2010-06-02,4.5,0.4909,0.3,3,0.275,0.2
2010-06-03,4.5,0.4917,0.295,3,0.27375,0.19
2010-06-04,4.5,0.4961,0.322,3,0.2725,0.19
2010-06-05,NA,NA,NA,NA,NA,0.19
2010-06-06,NA,NA,NA,NA,NA,0.19
2010-06-07,4.5,0.484,0.324,3,0.27125,0.19
2010-06-08,4.5,0.4908,0.318,3,0.27375,0.19
2010-06-09,4.5,0.4947,0.332,3,0.2725,0.18
2010-06-10,4.5,0.4975,0.334,3,0.2725,0.18
2010-06-11,4.5,0.4922,0.326,3,0.2725,0.18
2010-06-12,NA,NA,NA,NA,NA,0.18
2010-06-13,NA,NA,NA,NA,NA,0.18
2010-06-14,NA,0.4929,0.318,3,0.27375,0.18
2010-06-15,4.5,0.4923,0.665,3,0.595,0.19
2010-06-16,4.5,0.4905,0.341,3,0.27375,0.19
2010-06-17,4.5,0.4907,0.354,3,0.27375,0.19
2010-06-18,4.5,0.4885,0.368,3,0.27375,0.18
2010-06-19,NA,NA,NA,NA,NA,0.18
2010-06-20,NA,NA,NA,NA,NA,0.18
2010-06-21,4.5,0.4913,0.347,3,0.27375,0.17
2010-06-22,4.5,0.4907,0.35,3,0.27375,0.18
2010-06-23,4.5,0.4914,0.328,3,0.2725,0.17
2010-06-24,4.5,0.4927,0.329,3,0.27375,0.16
2010-06-25,4.5,0.4929,0.321,3,0.27375,0.16
2010-06-26,NA,NA,NA,NA,NA,0.16
2010-06-27,NA,NA,NA,NA,NA,0.16
2010-06-28,4.5,0.4939,0.326,3,0.27375,0.17
2010-06-29,4.5,0.4919,0.325,3,0.275,0.15
2010-06-30,4.5,0.4927,0.542,3,0.35625,0.09
2010-07-01,4.5,NA,0.48,3,0.35625,0.17
2010-07-02,4.5,0.4947,0.437,3,0.3325,0.18
2010-07-03,NA,NA,NA,NA,NA,0.18
2010-07-04,NA,NA,NA,NA,NA,0.18
2010-07-05,4.5,0.4939,0.405,3,0.315,0.18
2010-07-06,4.5,0.4946,0.424,3,0.315,0.18
2010-07-07,4.5,0.4905,0.414,3,0.31625,0.18
2010-07-08,4.5,0.4956,0.398,3,0.31125,0.17
2010-07-09,4.5,0.4949,0.394,3,0.31375,0.18
2010-07-10,NA,NA,NA,NA,NA,0.18
2010-07-11,NA,NA,NA,NA,NA,0.18
2010-07-12,4.5,0.4941,0.393,3,0.31625,0.17
2010-07-13,4.5,0.4943,0.75,3,0.6425,0.17
2010-07-14,4.5,0.4942,0.444,3,0.32125,0.17
2010-07-15,4.5,0.4938,0.488,3,0.375,0.19
2010-07-16,4.5,0.499,0.556,3,0.43375,0.19
2010-07-17,NA,NA,NA,NA,NA,0.19
2010-07-18,NA,NA,NA,NA,NA,0.19
2010-07-19,4.5,0.4942,0.555,3,0.46125,0.19
2010-07-20,4.5,0.7478,0.554,3,0.4425,0.18
2010-07-21,4.5,0.7443,0.528,3,0.43125,0.18
2010-07-22,4.5,0.7471,0.524,3,0.43,0.18
2010-07-23,4.5,0.7469,0.5,3,0.42875,0.19
2010-07-24,NA,NA,NA,NA,NA,0.19
2010-07-25,NA,NA,NA,NA,NA,0.19
2010-07-26,4.5,0.7208,0.497,3,0.42875,0.19
2010-07-27,4.5,0.7233,0.49,3,0.42125,0.19
2010-07-28,4.5,0.7483,0.478,3,0.42125,0.2
2010-07-29,4.5,0.7486,0.453,3,0.38125,0.19
2010-07-30,4.5,0.7472,0.423,3,0.35625,0.18
2010-07-31,NA,NA,NA,NA,NA,0.18
2010-08-01,NA,NA,NA,NA,NA,0.18
2010-08-02,4.5,NA,0.399,3,0.35,0.19
2010-08-03,4.5,0.7462,0.377,3,0.35,0.19
2010-08-04,4.5,0.7454,0.365,3,0.34438,0.19
2010-08-05,4.5,0.7464,0.363,3,0.34375,0.19
2010-08-06,4.5,0.7502,0.349,3,0.34313,0.18
2010-08-07,NA,NA,NA,NA,NA,0.18
2010-08-08,NA,NA,NA,NA,NA,0.18
2010-08-09,4.5,0.7501,0.344,3,0.34313,0.18
2010-08-10,4.5,0.7481,0.769,3,0.6875,0.18
2010-08-11,4.5,0.7486,0.477,3,0.37625,0.17
2010-08-12,4.5,0.7543,0.464,3,0.37125,0.18
2010-08-13,4.5,0.751,0.449,3,0.37625,0.19
2010-08-14,NA,NA,NA,NA,NA,0.19
2010-08-15,NA,NA,NA,NA,NA,0.19
2010-08-16,4.5,0.7541,0.448,3,0.3825,0.2
2010-08-17,4.5,0.7477,0.443,3,0.38,0.2
2010-08-18,4.5,0.7501,0.44,3,0.37375,0.19
2010-08-19,4.5,0.7482,0.43,3,0.37,0.19
2010-08-20,4.5,0.748,0.428,3,0.37125,0.2
2010-08-21,NA,NA,NA,NA,NA,0.2
2010-08-22,NA,NA,NA,NA,NA,0.2
2010-08-23,4.5,0.7478,0.423,3,0.37,0.19
2010-08-24,4.5,0.749,0.41,3,0.36875,0.19
2010-08-25,4.5,0.7479,0.411,3,0.36375,0.19
2010-08-26,4.5,0.746,0.408,3,0.35969,0.19
2010-08-27,4.5,0.7478,0.39,3,0.35969,0.19
2010-08-28,NA,NA,NA,NA,NA,0.19
2010-08-29,NA,NA,NA,NA,NA,0.19
2010-08-30,4.5,0.7481,0.384,3,0.35969,0.19
2010-08-31,4.5,0.7484,0.392,3,0.3575,0.21
2010-09-01,4.5,0.7527,0.37,3,0.3525,0.19
2010-09-02,4.5,0.7561,0.364,3,0.35,0.19
2010-09-03,4.5,0.7512,0.36,3,0.35125,0.19
2010-09-04,NA,NA,NA,NA,NA,0.19
2010-09-05,NA,NA,NA,NA,NA,0.19
2010-09-06,4.5,NA,0.377,3,0.3475,0.19
2010-09-07,4.5,0.7519,0.695,3,0.6875,0.2
2010-09-08,4.5,0.9997,0.423,3,0.35625,0.19
2010-09-09,4.5,0.995,0.419,3,0.35375,0.18
2010-09-10,4.5,0.9955,0.415,3,0.35375,0.18
2010-09-11,NA,NA,NA,NA,NA,0.18
2010-09-12,NA,NA,NA,NA,NA,0.18
2010-09-13,4.5,0.997,0.422,3,0.355,0.18
2010-09-14,4.5,0.999,0.438,3,0.36313,0.19
2010-09-15,4.5,0.9997,0.455,3,0.37875,0.21
2010-09-16,4.5,1.0007,0.455,3,0.38938,0.21
2010-09-17,4.5,0.9968,0.448,3,0.39313,0.21
2010-09-18,NA,NA,NA,NA,NA,0.21
2010-09-19,NA,NA,NA,NA,NA,0.21
2010-09-20,4.5,0.9993,0.446,3,0.39438,0.21
2010-09-21,4.5,0.9994,0.44,3,0.38938,0.2
2010-09-22,4.5,0.9992,0.438,3,0.38188,0.21
2010-09-23,4.5,0.9998,0.439,3,0.38,0.2
2010-09-24,4.5,0.9983,0.434,3,0.3775,0.21
2010-09-25,NA,NA,NA,NA,NA,0.21
2010-09-26,NA,NA,NA,NA,NA,0.21
2010-09-27,4.5,0.9987,0.43,3,0.37,0.19
2010-09-28,4.5,0.993,0.425,3,0.36625,0.19
2010-09-29,4.5,0.9965,0.408,3,0.36125,0.19
2010-09-30,4.5,0.9951,0.878,3,0.60625,0.15
2010-10-01,4.5,0.9984,0.721,3,0.61875,0.2
2010-10-02,NA,NA,NA,NA,NA,0.2
2010-10-03,NA,NA,NA,NA,NA,0.2
2010-10-04,4.5,1.0022,0.67,3,0.59,0.2
2010-10-05,4.5,0.9988,0.516,3,0.5025,0.2
2010-10-06,4.5,0.9995,0.438,3,0.395,0.19
2010-10-07,4.5,0.9995,0.402,3,0.3725,0.18
2010-10-08,4.5,0.9983,0.396,3,0.36375,0.18
2010-10-09,NA,NA,NA,NA,NA,0.18
2010-10-10,NA,NA,NA,NA,NA,0.18
2010-10-11,4.5,NA,0.39,3,0.3575,0.18
2010-10-12,4.5,0.9987,0.762,3,0.72625,0.18
2010-10-13,4.5,0.9971,0.726,3,0.66375,0.18
2010-10-14,4.5,0.9999,0.742,3,0.65875,0.19
2010-10-15,4.5,0.9993,0.745,3,0.665,0.2
2010-10-16,NA,NA,NA,NA,NA,0.2
2010-10-17,NA,NA,NA,NA,NA,0.2
2010-10-18,4.5,0.9989,0.778,3,0.6775,0.19
2010-10-19,4.5,0.9994,0.81,3,0.7025,0.19
2010-10-20,4.5,0.999,0.843,3,0.74625,0.19
2010-10-21,4.5,0.9976,0.862,3,0.76,0.19
2010-10-22,4.5,0.9966,0.849,3,0.77,0.19
2010-10-23,NA,NA,NA,NA,NA,0.19
2010-10-24,NA,NA,NA,NA,NA,0.19
2010-10-25,4.5,0.9941,0.859,3,0.76125,0.19
2010-10-26,4.5,0.9979,0.86,3,0.75875,0.19
2010-10-27,4.5,0.9991,0.849,3,0.74875,0.19
2010-10-28,4.5,0.9986,0.785,3,0.70875,0.19
2010-10-29,4.5,0.9972,0.724,3,0.6925,0.2
2010-10-30,NA,NA,NA,NA,NA,0.2
2010-10-31,NA,NA,NA,NA,NA,0.2
2010-11-01,4.5,0.999,0.683,3,0.6825,0.2
2010-11-02,4.5,1.0041,0.664,3,0.6375,0.2
2010-11-03,4.75,0.996,0.579,3,0.58125,0.2
2010-11-04,4.75,0.9983,0.456,3,0.45,0.19
2010-11-05,4.75,0.9929,0.365,3,0.3575,0.18
2010-11-06,NA,NA,NA,NA,NA,0.18
2010-11-07,NA,NA,NA,NA,NA,0.18
2010-11-08,4.75,0.9945,0.371,3,0.335,0.18
2010-11-09,4.75,0.9951,0.729,3,0.76625,0.17
2010-11-10,4.75,0.9989,0.805,3,0.745,0.17
2010-11-11,4.75,NA,0.798,3,0.74,0.17
2010-11-12,4.75,0.999,0.791,3,0.73125,0.19
2010-11-13,NA,NA,NA,NA,NA,0.19
2010-11-14,NA,NA,NA,NA,NA,0.19
2010-11-15,4.75,1.0029,0.764,3,0.72625,0.21
2010-11-16,4.75,1.0001,0.745,3,0.7025,0.21
2010-11-17,4.75,0.999,0.707,3,0.66125,0.2
2010-11-18,4.75,1,0.632,3,0.5725,0.2
2010-11-19,4.75,0.9997,0.545,3,0.5,0.21
2010-11-20,NA,NA,NA,NA,NA,0.21
2010-11-21,NA,NA,NA,NA,NA,0.21
2010-11-22,4.75,1,0.521,3,0.4525,0.19
2010-11-23,4.75,0.9988,0.514,3,0.44375,0.2
2010-11-24,4.75,1,0.482,3,0.4225,0.2
2010-11-25,4.75,0.9987,0.474,3,0.4,0.2
2010-11-26,4.75,0.9987,0.446,3,0.3925,0.2
2010-11-27,NA,NA,NA,NA,NA,0.2
2010-11-28,NA,NA,NA,NA,NA,0.2
2010-11-29,4.75,0.9982,0.428,3,0.38875,0.2
2010-11-30,4.75,0.998,0.539,3,0.44875,0.2
2010-12-01,4.75,1.0004,0.468,3,0.41125,0.2
2010-12-02,4.75,1.0084,0.462,3,0.41,0.19
2010-12-03,4.75,1.0043,0.414,3,0.38375,0.18
2010-12-04,NA,NA,NA,NA,NA,0.18
2010-12-05,NA,NA,NA,NA,NA,0.18
2010-12-06,4.75,0.9988,0.386,3,0.36375,0.18
2010-12-07,4.75,0.999,0.738,3,0.72,0.17
2010-12-08,4.75,0.998,0.721,3,0.66375,0.17
2010-12-09,4.75,0.9969,0.646,3,0.60125,0.16
2010-12-10,4.75,0.997,0.627,3,0.56875,0.16
2010-12-11,NA,NA,NA,NA,NA,0.16
2010-12-12,NA,NA,NA,NA,NA,0.16
2010-12-13,4.75,0.998,0.588,3,0.52875,0.17
2010-12-14,4.75,0.9952,0.566,3,0.48625,0.19
2010-12-15,4.75,0.9993,0.508,3,0.43,0.2
2010-12-16,4.75,0.9929,0.453,3,0.3925,0.2
2010-12-17,4.75,0.9944,0.432,3,0.35375,0.2
2010-12-18,NA,NA,NA,NA,NA,0.2
2010-12-19,NA,NA,NA,NA,NA,0.2
2010-12-20,4.75,0.996,0.398,3,0.3475,0.21
2010-12-21,4.75,0.9971,0.391,3,0.3475,0.2
2010-12-22,4.75,0.9957,0.379,3,0.34375,0.19
2010-12-23,4.75,0.9961,0.356,3,0.3425,0.19
2010-12-24,4.75,0.9912,0.396,NA,0.3675,0.19
2010-12-25,NA,NA,NA,NA,NA,0.19
2010-12-26,NA,NA,NA,NA,NA,0.19
2010-12-27,NA,NA,0.441,3,0.35875,0.19
2010-12-28,NA,NA,0.447,3,0.38,0.18
2010-12-29,4.75,0.9949,0.43,3,0.36125,0.18
2010-12-30,4.75,0.9955,0.393,3,0.35125,0.19
2010-12-31,4.75,0.9915,0.817,3,0.60625,0.13
2011-01-01,NA,NA,NA,NA,NA,0.13
2011-01-02,NA,NA,NA,NA,NA,0.13
2011-01-03,NA,NA,0.421,3,0.36625,0.19
2011-01-04,4.75,0.9935,0.422,3,0.34875,0.18
2011-01-05,4.75,0.9937,0.397,3,0.3475,0.18
2011-01-06,4.75,0.9914,0.379,3,0.3425,0.17
2011-01-07,4.75,0.9925,0.38,3,0.34125,0.17
2011-01-08,NA,NA,NA,NA,NA,0.17
2011-01-09,NA,NA,NA,NA,NA,0.17
2011-01-10,4.75,0.9932,0.389,3,0.34,0.17
2011-01-11,4.75,0.9908,0.376,3,0.3375,0.17
2011-01-12,4.75,0.9893,0.376,3,0.33375,0.16
2011-01-13,4.75,0.9932,0.375,3,0.335,0.16
2011-01-14,4.75,0.9945,0.361,3,0.33313,0.16
2011-01-15,NA,NA,NA,NA,NA,0.16
2011-01-16,NA,NA,NA,NA,NA,0.16
2011-01-17,4.75,0.9927,0.367,3,0.32875,0.16
2011-01-18,4.75,0.9906,0.814,3,0.7225,0.19
2011-01-19,4.75,0.9916,0.705,3,0.65875,0.18
2011-01-20,4.75,0.9976,0.713,3,0.655,0.18
2011-01-21,4.75,0.9939,0.824,3,0.7575,0.17
2011-01-22,NA,NA,NA,NA,NA,0.17
2011-01-23,NA,NA,NA,NA,NA,0.17
2011-01-24,4.75,0.9923,0.916,3,0.82125,0.18
2011-01-25,4.75,0.994,1.035,3,0.95375,0.17
2011-01-26,NA,0.9902,1.172,3,1.06875,0.17
2011-01-27,4.75,0.9894,1.063,3,0.975,0.17
2011-01-28,4.75,0.9929,1.04,3,0.96125,0.17
2011-01-29,NA,NA,NA,NA,NA,0.17
2011-01-30,NA,NA,NA,NA,NA,0.17
2011-01-31,4.75,0.9905,1.313,3,1.23125,0.17
2011-02-01,4.75,0.993,1.318,3,1.15625,0.18
2011-02-02,4.75,0.9924,0.792,3,0.78125,0.18
2011-02-03,4.75,0.9946,0.526,3,0.48125,0.17
2011-02-04,4.75,0.9948,0.365,3,0.35125,0.17
2011-02-05,NA,NA,NA,NA,NA,0.17
2011-02-06,NA,NA,NA,NA,NA,0.17
2011-02-07,4.75,0.992,0.347,3,0.33125,0.17
2011-02-08,4.75,0.9933,0.677,3,0.77875,0.16
2011-02-09,4.75,0.9953,1.093,3,1.04375,0.15
2011-02-10,4.75,0.9948,1.023,3,0.97125,0.15
2011-02-11,4.75,0.9935,0.924,3,0.8725,0.15
2011-02-12,NA,NA,NA,NA,NA,0.15
2011-02-13,NA,NA,NA,NA,NA,0.15
2011-02-14,4.75,0.9949,0.827,3,0.8125,0.15
2011-02-15,4.75,0.9934,0.749,3,0.75,0.16
2011-02-16,4.75,0.9874,0.7,3,0.7,0.15
2011-02-17,4.75,0.9945,0.625,3,0.60375,0.15
2011-02-18,4.75,0.9936,0.504,3,0.46875,0.15
2011-02-19,NA,NA,NA,NA,NA,0.15
2011-02-20,NA,NA,NA,NA,NA,0.15
2011-02-21,4.75,NA,0.497,3,0.46375,0.15
2011-02-22,4.75,0.994,0.531,3,0.515,0.15
2011-02-23,4.75,0.9911,0.661,3,0.6375,0.15
2011-02-24,4.75,0.9951,0.666,3,0.63625,0.15
2011-02-25,4.75,0.9953,0.628,3,0.6,0.15
2011-02-26,NA,NA,NA,NA,NA,0.15
2011-02-27,NA,NA,NA,NA,NA,0.15
2011-02-28,4.75,0.9955,0.689,3,0.65125,0.16
2011-03-01,4.75,0.9953,0.602,3,0.58625,0.15
2011-03-02,4.75,0.9958,0.472,3,0.46125,0.16
2011-03-03,4.75,0.9963,0.376,3,0.36375,0.15
2011-03-04,4.75,0.995,0.381,3,0.35375,0.15
2011-03-05,NA,NA,NA,NA,NA,0.15
2011-03-06,NA,NA,NA,NA,NA,0.15
2011-03-07,4.75,0.9943,0.447,3,0.45375,0.14
2011-03-08,4.75,0.994,0.807,3,0.825,0.14
2011-03-09,4.75,0.9947,0.84,3,0.8,0.14
2011-03-10,4.75,0.9943,0.799,3,0.75125,0.14
2011-03-11,4.75,0.991,0.747,3,0.73,0.13
2011-03-12,NA,NA,NA,NA,NA,0.13
2011-03-13,NA,NA,NA,NA,NA,0.13
2011-03-14,4.75,0.9949,0.73,3,0.69,0.14
2011-03-15,4.75,0.9939,0.718,3,0.66875,0.14
2011-03-16,4.75,0.9935,0.706,3,0.65625,0.14
2011-03-17,4.75,0.9918,0.7,3,0.64625,0.14
2011-03-18,4.75,0.9922,0.71,3,0.65,0.15
2011-03-19,NA,NA,NA,NA,NA,0.15
2011-03-20,NA,NA,NA,NA,NA,0.15
2011-03-21,4.75,1.0003,0.695,3,0.65125,0.14
2011-03-22,4.75,0.9973,0.692,3,0.64375,0.14
2011-03-23,4.75,0.9818,0.695,3,0.64375,0.14
2011-03-24,4.75,0.993,0.672,3,0.635,0.13
2011-03-25,4.75,0.994,0.635,3,0.60125,0.13
2011-03-26,NA,NA,NA,NA,NA,0.13
2011-03-27,NA,NA,NA,NA,NA,0.13
2011-03-28,4.75,0.9971,0.622,3,0.58125,0.13
2011-03-29,4.75,0.9932,0.612,3,0.55625,0.13
2011-03-30,4.75,0.9956,0.59,3,0.54563,0.13
2011-03-31,4.75,0.996,0.902,3,0.86063,0.1
2011-04-01,4.75,0.9941,0.588,3,0.56875,0.11
2011-04-02,NA,NA,NA,NA,NA,0.11
2011-04-03,NA,NA,NA,NA,NA,0.11
2011-04-04,4.75,0.9975,0.58,3,0.55125,0.09
2011-04-05,4.75,0.9959,0.583,3,0.54563,0.09
2011-04-06,4.75,0.9962,0.559,3,0.54375,0.1
2011-04-07,4.75,0.9957,0.554,3,0.51938,0.1
2011-04-08,4.75,0.9941,0.54,3,0.51313,0.09
2011-04-09,NA,NA,NA,NA,NA,0.09
2011-04-10,NA,NA,NA,NA,NA,0.09
2011-04-11,4.75,0.9951,0.531,3,0.51625,0.09
2011-04-12,4.75,0.9977,0.802,3,0.825,0.08
2011-04-13,4.75,0.9979,1.139,3,1.09063,0.08
2011-04-14,4.75,0.9967,1.146,3,1.085,0.09
2011-04-15,4.75,0.9968,1.14,3,1.08875,0.12
2011-04-16,NA,NA,NA,NA,NA,0.12
2011-04-17,NA,NA,NA,NA,NA,0.12
2011-04-18,4.75,0.9978,1.129,3,1.09,0.1
2011-04-19,4.75,0.9966,1.131,3,1.09625,0.11
2011-04-20,4.75,0.9953,1.215,3,1.21875,0.1
2011-04-21,4.75,0.9968,1.434,NA,1.4225,0.1
2011-04-22,NA,NA,NA,NA,NA,0.1
2011-04-23,NA,NA,NA,NA,NA,0.1
2011-04-24,NA,NA,NA,NA,NA,0.1
2011-04-25,NA,0.997,NA,NA,NA,0.1
2011-04-26,NA,0.9982,1.297,3,1.2825,0.09
2011-04-27,4.75,0.9964,1.286,3,1.27625,0.09
2011-04-28,4.75,0.9972,1.282,3,1.2875,0.09
2011-04-29,4.75,0.9962,1.42,3,1.43375,0.09
2011-04-30,NA,NA,NA,NA,NA,0.09
2011-05-01,NA,NA,NA,NA,NA,0.09
2011-05-02,4.75,0.9983,1.289,3,1.31625,0.09
2011-05-03,4.75,0.9947,1.26,3,1.3075,0.09
2011-05-04,4.75,0.9984,1.045,3,1.07625,0.09
2011-05-05,4.75,1.0013,0.854,3,0.88,0.09
2011-05-06,4.75,0.9968,0.59,3,0.6125,0.09
2011-05-07,NA,NA,NA,NA,NA,0.09
2011-05-08,NA,NA,NA,NA,NA,0.09
2011-05-09,4.75,0.9965,0.595,3,0.6,0.09
2011-05-10,4.75,0.9973,0.927,3,1.05,0.09
2011-05-11,4.75,0.9944,1.051,3,1.0025,0.09
2011-05-12,4.75,0.9895,1.061,3,1.0175,0.09
2011-05-13,4.75,0.9965,1.11,3.25,1.07125,0.09
2011-05-14,NA,NA,NA,NA,NA,0.09
2011-05-15,NA,NA,NA,NA,NA,0.09
2011-05-16,4.75,0.9907,1.129,3.25,1.09875,0.1
2011-05-17,4.75,0.9969,1.133,NA,1.10375,0.09
2011-05-18,4.75,0.9986,1.152,3.25,1.1325,0.1
2011-05-19,4.75,0.9983,1.161,3.25,1.14875,0.09
2011-05-20,4.75,0.9957,1.158,3.25,1.15125,0.1
2011-05-21,NA,NA,NA,NA,NA,0.1
2011-05-22,NA,NA,NA,NA,NA,0.1
2011-05-23,4.75,NA,1.16,3.25,1.14875,0.1
2011-05-24,4.75,0.9991,1.138,3.25,1.1475,0.1
2011-05-25,4.75,0.997,1.125,3.25,1.13875,0.09
2011-05-26,4.75,0.9955,1.075,3.25,1.055,0.09
2011-05-27,4.75,0.9979,0.921,3.25,0.9325,0.1
2011-05-28,NA,NA,NA,NA,NA,0.1
2011-05-29,NA,NA,NA,NA,NA,0.1
2011-05-30,4.75,0.9957,0.847,3.25,0.86375,0.1
2011-05-31,4.75,0.9981,0.953,3.25,0.91,0.1
2011-06-01,4.75,0.9985,0.849,3.25,0.845,0.1
2011-06-02,4.75,0.999,0.876,NA,0.8725,0.1
2011-06-03,4.75,0.9982,0.886,3.25,0.895,0.11
2011-06-04,NA,NA,NA,NA,NA,0.11
2011-06-05,NA,NA,NA,NA,NA,0.11
2011-06-06,4.75,0.9967,0.88,3.25,0.8925,0.1
2011-06-07,4.75,0.9964,0.898,3.25,0.89375,0.09
2011-06-08,4.75,0.9968,1.065,3.25,1.07875,0.09
2011-06-09,4.75,0.9966,1.296,3.25,1.36,0.09
2011-06-10,4.75,0.9957,1.549,3.25,1.7075,0.09
2011-06-11,NA,NA,NA,NA,NA,0.09
2011-06-12,NA,NA,NA,NA,NA,0.09
2011-06-13,NA,0.9979,1.404,NA,1.46125,0.1
2011-06-14,4.75,0.9986,1.185,3.25,1.2725,0.1
2011-06-15,4.75,0.9989,1.269,3.25,1.21125,0.1
2011-06-16,4.75,0.9985,1.303,3.25,1.2575,0.1
2011-06-17,4.75,0.9986,1.338,3.25,1.2925,0.1
2011-06-18,NA,NA,NA,NA,NA,0.1
2011-06-19,NA,NA,NA,NA,NA,0.1
2011-06-20,4.75,0.9962,1.336,3.25,1.30875,0.09
2011-06-21,4.75,0.9965,1.307,3.25,1.285,0.09
2011-06-22,4.75,0.9984,1.091,3.25,1.0875,0.09
2011-06-23,4.75,0.9997,0.946,3.25,0.925,0.08
2011-06-24,4.75,0.9989,0.858,3.25,0.875,0.08
2011-06-25,NA,NA,NA,NA,NA,0.08
2011-06-26,NA,NA,NA,NA,NA,0.08
2011-06-27,4.75,0.9971,0.846,3.25,0.8325,0.08
2011-06-28,4.75,0.9974,0.839,3.25,0.83313,0.08
2011-06-29,4.75,0.9961,0.993,3.25,0.925,0.07
2011-06-30,4.75,0.9961,1.715,3.25,1.78,0.07
2011-07-01,4.75,NA,0.909,3.25,0.9,0.08
2011-07-02,NA,NA,NA,NA,NA,0.08
2011-07-03,NA,NA,NA,NA,NA,0.08
2011-07-04,4.75,0.9933,0.815,3.25,0.84625,0.08
2011-07-05,4.75,0.9986,0.707,3.25,0.6725,0.08
2011-07-06,4.75,0.9992,0.598,3.25,0.59,0.07
2011-07-07,4.75,0.9978,0.596,3.25,0.57625,0.07
2011-07-08,4.75,0.9991,0.592,3.25,0.57375,0.07
2011-07-09,NA,NA,NA,NA,NA,0.07
2011-07-10,NA,NA,NA,NA,NA,0.07
2011-07-11,4.75,1.0015,0.6,3.25,0.57125,0.07
2011-07-12,4.75,0.9987,1.016,3.25,1.06875,0.06
2011-07-13,4.75,0.9991,1.476,3.25,1.4225,0.06
2011-07-14,4.75,1.0018,1.461,3.25,1.41,0.06
2011-07-15,4.75,0.9994,1.484,3.25,1.4025,0.06
2011-07-16,NA,NA,NA,NA,NA,0.06
2011-07-17,NA,NA,NA,NA,NA,0.06
2011-07-18,4.75,0.9979,1.489,3.25,1.4075,0.06
2011-07-19,4.75,0.9991,1.467,3.25,1.37625,0.06
2011-07-20,4.75,0.9993,1.2,3.25,1.0975,0.06
2011-07-21,4.75,0.9995,1.078,3.25,0.99125,0.06
2011-07-22,4.75,0.9984,0.97,3.25,0.945,0.06
2011-07-23,NA,NA,NA,NA,NA,0.06
2011-07-24,NA,NA,NA,NA,NA,0.06
2011-07-25,4.75,0.9974,0.975,3.25,0.92125,0.06
